,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BEGIN CH1_DATA,"LNA, H1",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, H1",,,,,,,,,BEGIN CH1_DATA,"LNA, H2",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, H2",,,,,,,,,BEGIN CH1_DATA,"LNA, V1",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, V1",,,,,,,,,BEGIN CH1_DATA,"LNA, V2",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, V2",,,,,,,,,,,,,,,,
20.964375,20964375000,-10.89588,168.95143,-42.658314,28.153051,33.47501,-104.07556,-23.343746,-83.284645,,20964375000,-12.62386,158.8557,-59.041668,-78.812218,66.318115,-125.7317,-47.069031,-83.328064,,20964375000,-12.030272,178.94966,-54.710594,-30.132673,33.408943,-114.13881,-23.475018,-160.0508,,20964375000,-15.875584,163.53073,-52.777245,26.507059,64.903687,117.57076,-24.044907,-27.261101,,20964375000,-15.258928,177.53822,-45.33128,42.459347,32.604523,71.154617,-27.130953,0.44319564,,20964375000,-18.492359,-163.7298,-55.794086,-5.7916093,65.099052,86.967751,-22.732231,67.773956,,20964375000,-18.829271,-168.24112,-41.896576,40.661964,31.79756,74.475006,-39.274765,27.498569,,20964375000,-27.6518,-124.07767,-54.904205,115.83044,65.738243,-4.726903,-20.372845,75.05291,,68.5,,,,,,,
20.9725,20972500000,-10.670275,156.38977,-43.523846,12.454166,33.416073,-120.45763,-21.497927,-91.455772,,20972500000,-9.6627903,133.75436,-50.25816,-4.496459,66.255875,-147.47334,-11.625293,-28.728004,,20972500000,-11.514045,170.13329,-52.463413,75.993568,33.330872,-129.18823,-22.781874,-163.17496,,20972500000,-13.441954,163.42761,-55.74416,56.96962,64.860657,96.661713,-18.408529,-50.200165,,20972500000,-14.245177,165.32187,-51.570667,-5.9823914,32.572563,55.015022,-26.036655,-19.594538,,20972500000,-14.039984,167.05405,-72.692734,-44.642162,65.069832,66.112122,-19.030424,52.676006,,20972500000,-16.801815,177.98871,-48.455849,155.80177,31.770567,58.223354,-31.491333,-26.147881,,20972500000,-15.186176,-168.91414,-59.933636,30.423626,65.715355,-26.37956,-14.946801,47.931679,,68.5,,,,,,,
20.980625,20980625000,-10.830433,146.85526,-50.349373,-23.035694,33.365196,-136.10847,-20.069715,-112.24087,,20980625000,-11.777837,122.10619,-49.827087,-8.1313305,66.203423,-168.25375,-10.90015,-42.999321,,20980625000,-11.319155,159.54657,-57.122158,117.81698,33.283066,-143.51154,-21.206774,-166.31735,,20980625000,-12.842997,-165.35892,-47.10741,-0.6050086,64.864861,76.2575,-13.504478,160.0851,,20980625000,-13.776945,154.66951,-56.504044,-152.62991,32.516144,39.613327,-25.318325,-40.584503,,20980625000,-13.554961,175.19,-53.578136,-3.7471049,65.046593,45.848228,-14.585406,103.50993,,20980625000,-15.787587,173.78618,-55.045425,32.202297,31.710533,42.797947,-31.802187,-76.357285,,20980625000,-13.901901,146.72044,-52.385376,-64.968399,65.635963,-47.155209,-10.730552,4.8874002,,68.5,,,,,,,
20.98875,20988750000,-10.36271,136.61211,-45.484226,17.835663,33.364616,-151.65353,-19.760374,-122.44476,,20988750000,-10.435499,134.38365,-52.872807,19.787771,66.251701,170.8049,-19.498074,-44.142776,,20988750000,-10.765173,150.22768,-46.800575,50.544693,33.270489,-157.88715,-20.258387,-169.18448,,20988750000,-12.296035,149.32045,-45.820225,76.974983,64.802383,55.940559,-12.055469,-152.41389,,20988750000,-13.165311,145.29004,-52.034878,77.507202,32.525024,24.151026,-25.412359,-68.666695,,20988750000,-14.014066,152.59698,-49.065285,47.829384,65.021484,25.812376,-16.729897,113.20586,,20988750000,-14.668017,161.68896,-50.824757,38.71645,31.716934,27.342026,-28.841873,-100.83406,,20988750000,-13.39112,168.94647,-48.885448,67.390556,65.685638,-67.949715,-8.3166876,55.890713,,68.5,,,,,,,
20.996875,20996875000,-10.361279,127.07167,-51.18185,123.15282,33.390202,-167.98833,-18.951916,-133.33028,,20996875000,-12.856601,124.81445,-45.353313,169.95816,66.316734,149.15768,-6.9497437,20.01782,,20996875000,-10.655817,139.57172,-41.328545,-167.57509,33.264641,-172.86592,-19.4254,178.4935,,20996875000,-10.373165,144.90808,-52.808167,166.04184,64.797981,34.93811,-16.637472,-40.081444,,20996875000,-12.683392,138.78809,-49.189816,-86.562225,32.449512,7.3865075,-23.055626,-82.794609,,20996875000,-12.107858,149.40639,-47.799435,-156.29836,64.987953,4.3661118,-14.590953,-62.575428,,20996875000,-14.178102,154.39075,-44.396366,-140.84297,31.7034,11.321034,-24.549358,-108.41518,,20996875000,-12.694608,144.22638,-47.259285,-172.40094,65.683449,-89.220039,-15.641445,114.82098,,68.5,,35.6,,,,,
21.005,21005000000,-10.281219,116.73386,-53.670933,65.949783,33.357494,176.3331,-18.184984,-141.94984,,21005000000,-9.0086403,129.57669,-54.880104,114.0294,66.297478,128.08606,-17.097944,-0.15100549,,21005000000,-10.677901,130.12019,-52.63829,147.21703,33.224186,172.73634,-18.992769,177.91516,,21005000000,-9.7576046,129.09483,-62.275593,160.01242,64.762093,14.620886,-18.928408,-8.779604,,21005000000,-12.734875,121.56171,-46.977936,138.43239,32.494572,-6.2207384,-22.083963,-98.047371,,21005000000,-9.9618626,87.515198,-47.174728,120.2731,64.971794,-13.741605,-19.196907,-166.59175,,21005000000,-13.629681,143.31656,-74.876854,76.396118,31.648436,-4.0441852,-23.367542,-116.27352,,21005000000,-7.0662112,136.33287,-45.681282,-56.672306,65.649651,-110.28266,-13.464617,-46.665169,,68.5,,,,,,,
21.013125,21013125000,-10.660147,106.85749,-57.307671,148.55336,33.43644,160.41011,-17.966244,-155.29608,,21013125000,-4.63871,111.68468,-48.737011,97.177345,66.35363,106.41349,-11.529144,-34.808422,,21013125000,-10.7635,121.00587,-53.066662,-134.76581,33.272758,157.91394,-17.80937,173.40215,,21013125000,-10.942109,95.534187,-54.003727,108.4981,64.83075,-5.8352652,-26.815331,165.69121,,21013125000,-13.254303,113.97204,-53.830818,105.1666,32.573795,-22.232071,-20.797068,-108.33972,,21013125000,-19.94989,136.17186,-54.199886,41.686741,65.124756,-34.53941,-15.158303,71.516899,,21013125000,-13.569921,135.46355,-54.525352,100.45303,31.706984,-19.795815,-22.534426,-128.56699,,21013125000,-5.2960072,174.50096,-45.351166,53.205235,65.804306,-132.21133,-5.8146658,13.664851,,68.5,,,,,,,
21.02125,21021250000,-10.876276,94.851204,-49.502083,86.405083,33.421803,144.40646,-17.515402,-162.40901,,21021250000,-3.5107667,127.83445,-45.030842,-169.99916,66.259003,84.377762,-4.3451905,2.2157776,,21021250000,-10.432804,105.76675,-45.110378,144.06981,32.936657,145.72466,-18.032433,166.38936,,21021250000,-21.3566,-13.703828,-45.555305,90.840042,64.709038,-23.752932,-11.129519,142.92105,,21021250000,-13.479079,101.06987,-46.335785,-146.20052,32.554768,-38.003555,-19.275961,-116.49895,,21021250000,-13.066768,-51.038078,-44.321873,120.39758,65.154625,-54.614918,-7.9844089,140.50916,,21021250000,-14.21128,125.6031,-44.102818,145.21896,31.612669,-35.187439,-20.356125,-140.7583,,21021250000,-2.6086197,-160.77971,-40.522633,135.45993,65.833412,-153.8412,-1.2100397,62.147346,,68.5,,,,,,,
21.029375,21029375000,-11.182199,84.198807,-44.141346,123.76422,33.438557,129.00865,-17.134258,-169.01787,,21029375000,-2.6549931,90.756287,-43.697182,-171.23116,66.214714,64.652245,-2.5008852,-34.718861,,21029375000,-11.419181,100.1888,-48.054081,-160.70671,33.270283,130.28319,-17.152988,161.80978,,21029375000,-16.192184,-16.005707,-44.280529,148.4873,64.91259,-45.457836,-8.1325884,168.46571,,21029375000,-14.090753,92.43544,-54.135098,-159.55927,32.549538,-53.117928,-18.829081,-128.89406,,21029375000,-15.945622,-61.313175,-44.899048,159.81445,65.143456,-74.755493,-7.6624808,146.78838,,21029375000,-13.92661,116.47745,-43.091156,-166.0522,31.637783,-50.352043,-18.678856,-145.47202,,21029375000,-17.585508,151.80576,-54.749146,-124.27062,65.756996,-173.26596,-17.330284,101.49854,,68.5,,,,,,,
21.0375,21037500000,-11.887857,70.861954,-44.863514,20.305824,33.511147,112.72198,-15.5338,178.4185,,21037500000,-15.506052,3.8837373,-45.661835,79.967804,66.568878,42.117443,-8.534174,167.72519,,21037500000,-11.551895,88.369507,-45.210907,106.67534,33.316303,115.10779,-16.53401,162.9113,,21037500000,-10.464565,139.43881,-44.8587,93.388786,64.758217,-67.184319,-7.1845951,60.499691,,21037500000,-14.570265,85.227379,-41.308258,82.663025,32.594559,-69.186226,-19.827042,-145.35538,,21037500000,-8.3713961,133.85667,-42.89333,89.372139,64.960266,-95.556412,-5.2090635,41.042686,,21037500000,-13.704226,108.98163,-53.187592,86.948227,31.631872,-66.124054,-19.114004,-157.13945,,21037500000,-6.9077964,74.56411,-43.316711,77.186356,65.697914,166.00586,-5.2901111,-52.116383,,68.5,,,,,,,
21.045625,21045625000,-12.440389,60.064972,-52.458927,-146.54582,33.5513,96.81134,-16.219955,168.67404,,21045625000,-15.227015,57.110134,-50.691452,136.93016,66.556992,20.584166,-28.052671,-36.004459,,21045625000,-12.138799,79.680939,-50.298298,-129.75854,33.339783,100.64961,-16.183392,152.04767,,21045625000,-13.34609,88.838829,-52.538284,-150.84953,64.816895,-86.892235,-18.778561,18.279585,,21045625000,-15.502082,69.454414,-44.569344,-134.77332,32.614876,-84.624023,-17.816952,-151.86411,,21045625000,-18.337482,76.184319,-51.82938,-100.18974,65.061142,-115.08366,-33.159889,115.87523,,21045625000,-14.267155,99.304199,-45.101974,-152.90697,31.658983,-81.420013,-17.828594,-163.61612,,21045625000,-9.4840059,92.273605,-43.319248,-154.189,65.754814,144.55748,-10.560213,13.895365,,68.5,,,,,,,
21.05375,21053750000,-13.28205,48.511948,-42.60191,31.490242,33.647427,81.118866,-15.78432,161.78017,,21053750000,-10.127298,30.031748,-52.109394,15.772923,66.628296,-0.77082115,-24.260576,26.332943,,21053750000,-12.751912,70.226471,-46.841202,58.645752,33.434555,86.380379,-15.891506,149.12994,,21053750000,-12.167797,61.313107,-60.339245,130.08336,64.909988,-107.01154,-18.059948,2.8539636,,21053750000,-16.654158,57.384838,-48.305225,57.221836,32.688198,-99.975655,-17.240398,-160.89964,,21053750000,-22.811108,24.210051,-52.665188,54.909473,65.15918,-134.8475,-14.973009,26.420673,,21053750000,-14.773577,90.236404,-61.420689,4.9669161,31.706802,-96.602745,-17.061136,-170.2462,,21053750000,-5.7872977,97.416458,-43.19104,-6.3274899,65.814903,123.46558,-15.763,-64.168915,,68.5,,,,,,,
21.061875,21061875000,-14.313537,30.527306,-51.427681,-70.835144,33.733147,64.439529,-15.812294,149.36562,,21061875000,-9.3172798,48.58289,-54.336437,169.37444,66.592056,-23.429274,-14.905116,-71.176666,,21061875000,-13.974202,57.205605,-50.192394,-126.85612,33.489258,71.076263,-15.526578,139.88519,,21061875000,-20.142221,88.350479,-54.36763,63.195404,64.930481,-128.34303,-13.102745,18.163105,,21061875000,-17.541586,42.338909,-53.57769,-151.73416,32.716949,-116.24377,-16.818581,-167.21181,,21061875000,-12.003501,61.872219,-54.954952,-47.422657,65.09082,-155.65973,-17.601158,-45.261024,,21061875000,-15.351966,79.385933,-59.385834,43.658001,31.746506,-112.63326,-16.565365,-175.36513,,21061875000,-14.630005,78.064545,-74.849335,27.728558,65.826744,101.73227,-16.460951,-0.0076572173,,68.5,,,,,,,
21.07,21070000000,-14.821727,19.683886,-41.000301,118.76723,33.745758,47.916473,-16.139334,152.22191,,21070000000,-7.3038945,-50.067062,-46.520538,74.709053,66.912766,-45.552608,-4.2318363,99.992844,,21070000000,-14.439799,42.517944,-42.96521,92.119728,33.508652,56.035133,-15.102275,144.67545,,21070000000,-11.681526,160.7348,-45.318855,77.084358,64.92601,-150.19931,-4.1230793,2.085166,,21070000000,-20.344784,20.972223,-42.600121,134.9982,32.736633,-132.35312,-16.589354,175.88103,,21070000000,-11.773215,-171.84038,-45.816677,111.5834,65.17289,-177.11784,-4.7569404,10.394882,,21070000000,-16.600273,68.045593,-51.840603,-168.09229,31.761168,-128.49156,-15.866942,174.85085,,21070000000,-19.32292,63.327549,-65.757767,-74.530067,65.853638,80.416618,-19.254829,7.2462554,,68.5,,,,,,,
21.078125,21078125000,-15.965096,-2.2351103,-56.630508,45.245838,33.781311,31.790741,-15.659647,131.37979,,21078125000,-10.505301,-31.178192,-54.311962,153.1078,66.799217,-67.513901,-15.483559,127.4936,,21078125000,-15.876326,27.063828,-50.904922,76.191803,33.519066,41.448891,-14.800504,130.27859,,21078125000,-9.972084,-29.384291,-48.981968,-108.5735,65.073814,-169.37866,-11.864369,138.6472,,21078125000,-20.748798,9.4973993,-50.528336,-25.578291,32.706291,-147.89095,-16.287066,175.78728,,21078125000,-16.803444,7.7358828,-63.672184,-12.871567,65.165749,164.01909,-23.62151,-24.91259,,21078125000,-17.403749,51.005814,-44.081272,-114.57713,31.748903,-143.87573,-15.325996,166.14287,,21078125000,-7.3156919,62.421791,-49.339901,146.12282,65.734634,60.227093,-7.9613566,-82.170258,,68.5,,,,,,,
21.08625,21086250000,-17.686598,-20.544191,-42.441109,-97.424461,33.787224,15.342813,-17.65048,121.91474,,21086250000,-6.8220997,-26.383228,-45.85022,-115.50919,66.826622,-89.695015,-8.0849133,-168.79291,,21086250000,-17.272144,15.778376,-52.157581,-118.59223,33.545372,26.471228,-15.513541,125.94626,,21086250000,-9.9234085,-44.302189,-45.733727,-56.139366,65.051598,169.1431,-10.61966,133.28027,,21086250000,-22.361403,-29.218611,-45.665279,-141.36751,32.691372,-163.90497,-16.03898,162.85556,,21086250000,-17.375557,159.10188,-48.03933,-162.66991,65.097282,143.46083,-8.2456942,0.40698847,,21086250000,-19.075478,41.649437,-45.063652,-114.32701,31.763378,-159.62708,-15.317904,158.59032,,21086250000,-9.0618114,95.477913,-45.763279,-101.39997,65.754272,38.476723,-6.0215654,-28.56839,,68.5,,,,,,,
21.094375,21094375000,-17.252077,-45.321312,-45.658855,168.99782,33.873928,-1.1748296,-16.484856,112.58508,,21094375000,-7.2058921,-116.09608,-41.835388,-143.91809,66.675697,-111.77443,-12.436445,54.613804,,21094375000,-18.268013,-0.94643795,-43.295059,-101.97664,33.628071,11.425896,-15.240978,119.09662,,21094375000,-9.3943539,118.69101,-40.316803,-137.93948,64.993637,149.16234,-8.9432755,-9.3069935,,21094375000,-22.831703,-49.509327,-63.727104,-144.82994,32.764259,-179.82841,-15.87841,158.23912,,21094375000,-7.5317168,74.133392,-39.502319,-163.70641,65.242638,123.35584,-11.4259,-56.723522,,21094375000,-20.261448,27.910187,-44.836525,-112.82903,31.828695,-175.37749,-15.575558,151.83722,,21094375000,-5.9326787,-35.86105,-40.05328,174.63029,65.864967,16.598503,-17.672207,140.78641,,68.5,,,,,,,
21.1025,21102500000,-19.508425,-67.874489,-39.973171,108.22098,33.889206,-17.424015,-17.392696,105.64642,,21102500000,-15.473351,8.3022223,-49.524097,164.43642,66.705711,-133.78185,-18.384665,-78.619553,,21102500000,-20.376734,-28.541855,-52.511204,-134.75832,33.638157,-3.4855905,-15.342062,113.18478,,21102500000,-11.545455,-70.898384,-46.315868,126.47218,65.014534,128.19785,-17.612814,46.454437,,21102500000,-22.505854,-80.192932,-44.83205,143.92113,32.739491,164.44603,-15.603782,149.77559,,21102500000,-14.715243,-122.78831,-50.264378,98.60714,65.257172,102.79005,-14.927253,3.4352582,,21102500000,-22.432743,10.269787,-52.447205,37.605698,31.855259,168.90936,-15.131207,144.70496,,21102500000,-13.169725,75.363914,-47.961781,83.759804,65.870377,-4.4431601,-14.831488,-57.112881,,68.5,,,,,,,
21.110625,21110625000,-18.160006,-90.736343,-49.418659,93.891418,33.902164,-33.845989,-17.938147,94.305069,,21110625000,-14.950076,-127.6265,-57.707142,25.431246,66.742043,-155.54205,-12.408984,-11.798901,,21110625000,-22.182392,-56.44495,-49.851692,170.37927,33.660297,-18.463541,-16.016365,104.37348,,21110625000,-11.078632,-97.474556,-49.412193,-178.97932,65.133408,107.52628,-9.8011713,45.729942,,21110625000,-21.660225,-111.01891,-52.174831,-113.2507,32.741848,148.69131,-15.976259,140.00191,,21110625000,-16.579239,-123.14543,-60.115219,-178.49078,65.281189,82.455574,-18.662195,27.805363,,21110625000,-25.341047,-16.865503,-53.456272,112.28421,31.863127,153.25824,-15.459237,135.09448,,21110625000,-8.6174364,75.592155,-45.899632,150.72041,65.755104,-25.900156,-6.7227917,-80.247597,,68.5,,,,,,,
21.11875,21118750000,-16.668335,-112.20027,-48.248531,77.132454,33.959908,-50.415607,-17.343229,85.302162,,21118750000,-20.824867,-143.68024,-63.27055,7.7661719,66.728111,-177.4677,-14.414249,-52.510975,,21118750000,-19.833532,-75.61673,-40.069725,83.486984,33.72023,-33.570755,-14.302999,107.41658,,21118750000,-10.298257,-5.1087093,-50.102161,10.457647,65.047569,87.052406,-11.619541,-136.92564,,21118750000,-20.175837,-139.26819,-45.25219,60.804932,32.767189,132.67216,-16.879183,133.02441,,21118750000,-1.7654123,-5.9086113,-40.85149,24.22435,65.27285,65.174034,0.54744786,-175.48631,,21118750000,-26.924578,-46.106098,-50.135986,49.684231,31.926361,137.27017,-15.635756,131.10976,,21118750000,-3.5480185,-131.46307,-43.953968,-2.5836351,66.207977,-47.99427,-1.4295579,42.908524,,68.5,,,,,,,
21.126875,21126875000,-15.676918,-136.29727,-47.427929,6.551971,33.944149,-67.024025,-18.41869,64.762024,,21126875000,-11.887916,78.02478,-50.514362,31.260237,66.507881,162.06438,-5.480896,-86.18663,,21126875000,-19.508991,-118.76808,-44.708363,6.9638186,33.715687,-48.939625,-15.578191,87.328857,,21126875000,-3.0288618,-53.271984,-44.475677,13.452693,65.419342,65.874542,-5.1443429,144.26923,,21126875000,-18.645243,-141.98906,-45.468697,-31.073946,32.763927,116.81599,-15.620567,126.75416,,21126875000,-6.6166983,-68.261414,-47.735294,31.077248,65.544235,41.620434,-7.1064196,137.09708,,21126875000,-26.131912,-72.218727,-47.675941,5.8128848,31.916426,121.4999,-15.412995,124.40567,,21126875000,-4.8578615,150.31845,-46.061852,-21.035177,65.57193,-69.020493,-1.8888417,-24.606007,,68.5,,,,,,,
21.135,21135000000,-15.156596,-150.23653,-49.313057,79.917023,33.95018,-83.256187,-18.611753,54.374947,,21135000000,-16.845562,19.664906,-51.410145,42.176262,66.703949,140.06145,-10.827632,-115.25832,,21135000000,-19.871897,-128.21451,-49.930286,-155.98538,33.711483,-63.779037,-16.15225,87.841469,,21135000000,-14.751993,-7.672677,-51.346767,121.81696,65.112473,44.737671,-14.875703,-119.13884,,21135000000,-16.483562,-165.3101,-47.411419,-137.69493,32.746372,101.06937,-16.918554,109.41859,,21135000000,-12.894938,133.02261,-53.485161,-130.70836,65.204292,21.188025,-12.488895,-60.376392,,21135000000,-25.40041,-111.33414,-47.385357,111.07477,31.948277,105.72388,-15.947831,114.61674,,21135000000,-7.1079416,-137.2377,-48.68412,101.93039,65.868568,-89.920357,-8.8693123,35.300171,,68.5,,,,,,,
21.143125,21143125000,-14.56181,-160.66679,-45.678028,173.62111,33.9035,-99.533592,-20.059389,41.131676,,21143125000,-11.331805,133.82545,-51.160473,-174.75693,66.582558,118.01126,-13.094617,-32.555138,,21143125000,-18.57415,-150.55283,-56.068626,48.620697,33.669781,-78.704681,-16.672222,77.260254,,21143125000,-8.2418737,-101.44563,-47.957375,100.46364,65.016052,23.162836,-22.325533,50.024559,,21143125000,-16.890245,-177.70914,-45.226845,-169.64481,32.691742,85.395203,-17.155619,102.91563,,21143125000,-7.3712873,-90.280479,-45.247005,138.35312,65.245819,-0.18351883,-17.711626,100.45802,,21143125000,-23.552816,-126.48068,-44.90229,125.02299,31.904585,90.0084,-15.74974,105.93052,,21143125000,-13.066488,-158.00772,-54.658302,147.74704,65.829147,-109.76054,-14.624867,-17.029394,,68.5,,,,,,,
21.15125,21151250000,-14.457038,-176.58917,-48.955723,86.472023,33.903713,-115.89625,-21.419865,31.153292,,21151250000,-17.337521,-171.4765,-58.245979,-166.9882,66.64563,96.36071,-16.470644,-7.8869576,,21151250000,-17.31875,-163.76718,-49.907078,-61.429344,33.683334,-93.611877,-17.029392,71.338234,,21151250000,-24.350042,101.74418,-49.138386,-32.407089,65.030022,2.5304074,-25.101191,177.56317,,21151250000,-15.398705,171.5681,-47.934551,-11.539706,32.692822,69.736824,-17.318445,96.523056,,21151250000,-15.772317,114.34792,-48.178692,1.9851446,65.265656,-20.424099,-20.690268,-172.09265,,21151250000,-20.614895,-154.6924,-44.165154,5.6270175,31.922596,74.297592,-16.176033,95.889717,,21151250000,-15.792703,-68.982811,-48.446205,23.902863,65.867752,-130.98407,-18.555811,49.10339,,68.5,,,,,,,
21.159375,21159375000,-13.324708,171.46281,-48.441284,-64.899384,33.879261,-131.60944,-21.469929,10.361689,,21159375000,-2.2400641,152.01216,-42.50626,78.871544,66.72776,73.875397,-1.9724971,-57.148689,,21159375000,-16.081459,-176.75923,-49.105175,-65.698891,33.620613,-108.24844,-17.34432,59.966137,,21159375000,-10.660709,-158.69312,-52.351883,-114.19524,65.090401,-18.066473,-10.639457,-17.428379,,21159375000,-15.034524,163.78749,-45.68594,-93.004044,32.661144,54.669102,-17.047653,87.356277,,21159375000,-7.6399879,153.88441,-48.865112,-162.15665,65.288086,-40.813755,-8.4412565,-59.442268,,21159375000,-19.430231,-162.80594,-48.448914,-46.69701,31.904245,59.039001,-16.250723,89.977119,,21159375000,-12.790908,144.66948,-51.561935,-81.318771,65.890663,-152.19548,-9.4398766,-71.886154,,68.5,,,,,,,
21.1675,21167500000,-13.516417,162.12953,-50.216618,-168.88321,33.943996,-148.21408,-23.670843,-4.458014,,21167500000,-1.0441961,-137.63777,-42.954704,-117.03343,67.090851,52.460411,0.11892873,37.384518,,21167500000,-15.452659,168.62656,-50.284718,-76.177826,33.721535,-123.31565,-18.253105,54.905651,,21167500000,-2.6069696,156.80457,-44.026367,-107.70795,65.03109,-41.32568,-0.75454122,-40.343807,,21167500000,-14.491745,153.88487,-50.282612,-66.586021,32.747219,38.483963,-17.703571,75.279198,,21167500000,-10.08427,141.09111,-56.905251,-114.87788,65.246635,-61.478657,-13.798569,-52.074493,,21167500000,-17.247669,-175.62643,-45.323315,-151.57921,31.984632,42.826298,-16.664408,74.20153,,21167500000,-6.2544627,-28.0327,-44.706333,-146.60858,66.036659,-171.21933,-3.8526974,140.47444,,68.5,,,,,,,
21.175625,21175625000,-12.419883,150.12715,-47.937244,50.770401,33.943951,-164.51776,-21.080158,-25.792589,,21175625000,-4.0828176,-65.956741,-44.080383,11.19581,67.107811,32.418259,-1.0952975,111.41553,,21175625000,-14.493474,159.87277,-49.683563,49.055973,33.707855,-138.14441,-18.244179,44.658146,,21175625000,-10.063422,-71.701912,-47.633804,105.37378,65.280762,-59.332325,-8.0733833,110.85054,,21175625000,-14.558573,141.67123,-50.183266,58.170612,32.743027,22.925585,-18.852068,70.066818,,21175625000,-5.484766,-108.52211,-45.034557,89.019775,65.58979,-82.356186,-2.6462259,73.578629,,21175625000,-17.27129,179.5569,-51.367447,4.7782841,32.004154,27.147367,-17.049822,71.499016,,21175625000,-1.1735382,111.06917,-43.299805,35.44804,65.436432,165.60254,0.2628569,-80.893501,,68.5,,,,,,,
21.18375,21183750000,-12.703482,140.75151,-54.029705,85.283905,33.932148,179.59041,-21.926216,-51.302341,,21183750000,-14.781137,-150.26932,-54.256458,38.00148,66.704758,9.9721756,-14.216926,97.94558,,21183750000,-14.939191,150.44392,-50.436123,-141.42976,33.701366,-152.80522,-19.643236,42.628601,,21183750000,-17.02322,71.171394,-53.247719,-134.68097,65.02623,-79.82869,-13.138304,-130.55109,,21183750000,-14.145137,132.05232,-48.019466,-145.27972,32.74815,7.4608788,-20.369747,48.91024,,21183750000,-7.8394256,161.12752,-51.975288,55.914742,65.107094,-102.2377,-9.4931498,-4.1958513,,21183750000,-16.269709,164.97603,-53.221336,-144.75525,31.971186,11.647029,-18.408474,59.462242,,21183750000,-36.379913,-75.84156,-56.662422,-27.384069,65.977097,144.55154,-21.003887,-157.6741,,68.5,,,,,,,
21.191875,21191875000,-12.851882,130.89691,-46.09972,132.18399,33.921524,163.74316,-20.504551,-66.399841,,21191875000,-5.192966,-44.510048,-41.287968,148.33083,66.767952,-11.242137,-8.752634,-174.23,,21191875000,-15.158254,141.06873,-60.236034,-12.660671,33.680649,-167.41708,-20.989208,26.422983,,21191875000,-15.550486,179.96132,-56.238365,178.47231,64.997749,-101.31469,-29.529551,13.614186,,21191875000,-14.979223,124.82022,-55.043327,55.696819,32.743111,-7.9877372,-20.46619,36.872231,,21191875000,-9.193635,131.24643,-52.858879,82.002739,65.172287,-121.73257,-15.533002,-8.4197254,,21191875000,-16.557322,158.01672,-61.045231,-122.09347,31.963316,-3.9402056,-19.191116,46.261963,,21191875000,-9.1045322,134.987,-51.261623,178.25414,65.859138,123.13776,-11.953853,-18.711002,,68.5,,,,,,,
21.2,21200000000,-13.39806,121.61847,-48.479614,-44.173862,33.994289,147.56958,-20.39113,-86.073181,,21200000000,-11.444323,95.160316,-50.062984,-63.517883,66.653152,-32.721451,-18.180546,3.9979453,,21200000000,-15.015729,132.12119,-43.520199,-94.944672,33.73785,177.72961,-21.874153,13.668391,,21200000000,-20.315712,162.25854,-49.63242,-94.2509,65.043999,-121.776,-12.869604,-79.085869,,21200000000,-15.068312,112.47433,-47.342052,-57.633938,32.808437,-23.762108,-20.650265,25.504007,,21200000000,-16.536703,126.82411,-57.430538,-104.96235,65.251732,-142.07619,-21.208059,-52.433319,,21200000000,-16.20207,149.2317,-51.797901,-131.61325,31.996778,-19.548632,-19.811464,34.33181,,21200000000,-9.611393,156.04692,-45.912086,-80.577042,65.973465,101.66872,-19.854424,-167.29677,,68.5,,,,,,,
21.208125,21208125000,-13.483575,111.68913,-46.781124,48.517841,34.005898,131.57346,-19.318274,-96.225143,,21208125000,-18.595703,145.67224,-44.657082,-37.346958,66.699356,-54.278809,-6.7974558,31.271717,,21208125000,-15.07787,121.01218,-64.054779,-141.52524,33.720657,163.05736,-23.159061,0.12576437,,21208125000,-11.647831,131.48701,-45.527855,-64.874229,65.007149,-142.70721,-6.7568583,-65.792747,,21208125000,-15.540505,104.39053,-64.945724,60.180714,32.826851,-39.358974,-22.012186,7.1708713,,21208125000,-13.459054,119.41203,-49.054806,-40.537739,65.228043,-162.45056,-10.416018,-48.23716,,21208125000,-15.721931,141.76814,-48.704258,107.30103,32.007355,-35.049347,-21.595003,15.162381,,21208125000,-16.187798,125.35181,-52.254974,-38.23394,65.936699,80.596962,-15.107463,-130.0056,,68.5,,,,,,,
